age_group,gender,personality_type,habit_name,frequency_per_week,duration_minutes,motivation_level,past_consistency,success_likelihood
Teen,Female,Ambivert,Write journal,7,5,Low,Medium,Unlikely
Teen,Other,Extrovert,Meditate,1,44,Low,Low,Unlikely
Teen,Female,Ambivert,Write journal,4,41,High,Low,Likely
Teen,Other,Ambivert,Cook a new recipe,3,35,Medium,High,Likely
Adult,Other,Introvert,Cook a new recipe,1,56,Medium,High,Likely
Teen,Female,Ambivert,Read a book,6,21,Low,Medium,Unlikely
Teen,Male,Introvert,Do yoga,4,13,Low,Medium,Unlikely
Adult,Female,Extrovert,Practice guitar,2,49,High,Low,Likely
Adult,Male,Extrovert,Walk the dog,1,17,Low,High,Unlikely
Adult,Male,Ambivert,Study 1 hour,7,41,Medium,High,Likely
Teen,Female,Extrovert,Read a book,4,18,High,Low,Unlikely
Senior,Male,Ambivert,Cook a new recipe,5,15,Medium,High,Likely
Senior,Male,Extrovert,Go for a run,2,29,Low,High,Unlikely
Adult,Female,Ambivert,Do yoga,3,35,High,Low,Likely
Senior,Female,Ambivert,Study 1 hour,1,18,Medium,Medium,Unlikely
Adult,Female,Introvert,Go for a run,1,11,Medium,Medium,Unlikely
Teen,Male,Introvert,Read a book,4,28,Medium,Medium,Unlikely
Senior,Other,Introvert,Meditate,3,53,Low,Low,Unlikely
Teen,Male,Introvert,Walk the dog,5,40,Low,Medium,Unlikely
Senior,Other,Ambivert,Write journal,2,46,Low,Low,Unlikely
Teen,Female,Extrovert,Study 1 hour,6,46,Low,Low,Unlikely
Senior,Other,Ambivert,Study 1 hour,3,51,Medium,High,Likely
Teen,Female,Introvert,Read a book,1,56,High,High,Very Likely
Teen,Female,Introvert,Study 1 hour,4,48,Low,Medium,Unlikely
Senior,Other,Extrovert,Write journal,5,45,High,Low,Likely
Teen,Female,Introvert,Write journal,4,7,Medium,Medium,Unlikely
Teen,Other,Ambivert,Go for a run,2,51,Low,Medium,Unlikely
Teen,Female,Ambivert,Meditate,7,48,Medium,High,Likely
Senior,Male,Ambivert,Write journal,7,30,Low,Medium,Unlikely
Senior,Male,Ambivert,Walk the dog,3,51,Low,Medium,Unlikely
Teen,Female,Ambivert,Study 1 hour,4,30,High,High,Very Likely
Teen,Female,Extrovert,Go for a run,6,5,Medium,Medium,Unlikely
Senior,Other,Ambivert,Cook a new recipe,6,19,Medium,Medium,Unlikely
Senior,Male,Introvert,Go for a run,7,15,Medium,Low,Unlikely
Teen,Other,Introvert,Walk the dog,7,41,High,Medium,Likely
Teen,Female,Introvert,Do yoga,4,11,High,High,Likely
Teen,Female,Introvert,Go for a run,1,16,Medium,High,Unlikely
Adult,Other,Extrovert,Cook a new recipe,4,56,Medium,Low,Unlikely
Senior,Female,Introvert,Write journal,5,42,Low,High,Likely
Adult,Male,Extrovert,Sketch something,3,58,Low,High,Likely
Senior,Other,Introvert,Sketch something,2,7,High,High,Likely
Senior,Male,Extrovert,Sketch something,6,46,Low,Medium,Unlikely
Senior,Male,Extrovert,Do yoga,4,57,Medium,Low,Unlikely
Senior,Male,Extrovert,Cook a new recipe,5,30,Medium,Low,Unlikely
Senior,Other,Introvert,Walk the dog,7,58,Low,Low,Unlikely
Senior,Female,Extrovert,Read a book,6,34,Low,Low,Unlikely
Senior,Male,Ambivert,Sketch something,6,36,High,High,Very Likely
Adult,Male,Ambivert,Read a book,2,40,Low,Medium,Unlikely
Teen,Male,Introvert,Do yoga,6,49,High,High,Very Likely
Teen,Female,Ambivert,Read a book,5,55,Low,High,Likely
Adult,Female,Ambivert,Study 1 hour,6,41,Low,High,Likely
Adult,Other,Ambivert,Do yoga,6,59,Low,High,Likely
Adult,Female,Introvert,Read a book,4,58,Low,Low,Unlikely
Adult,Other,Introvert,Go for a run,4,22,Medium,Low,Unlikely
Senior,Other,Ambivert,Sketch something,7,5,Medium,Medium,Unlikely
Teen,Other,Introvert,Meditate,3,57,Medium,High,Likely
Senior,Other,Extrovert,Practice guitar,1,25,Low,Low,Unlikely
Teen,Other,Ambivert,Do yoga,5,32,High,Medium,Likely
Teen,Male,Introvert,Write journal,1,52,Low,High,Likely
Adult,Female,Introvert,Practice guitar,1,20,Medium,High,Unlikely
Senior,Male,Ambivert,Walk the dog,6,52,High,Low,Likely
Adult,Other,Introvert,Do yoga,7,32,High,High,Very Likely
Senior,Female,Ambivert,Do yoga,2,26,Medium,High,Unlikely
Teen,Male,Introvert,Read a book,2,23,Low,Low,Unlikely
Adult,Male,Extrovert,Do yoga,6,52,High,Medium,Likely
Adult,Other,Ambivert,Sketch something,7,5,High,Medium,Likely
Teen,Male,Extrovert,Cook a new recipe,5,35,Medium,Low,Unlikely
Teen,Male,Ambivert,Cook a new recipe,1,56,High,Low,Likely
Teen,Male,Introvert,Walk the dog,3,56,High,Medium,Likely
Adult,Male,Extrovert,Study 1 hour,7,46,High,Medium,Likely
Senior,Male,Introvert,Meditate,1,38,Low,Low,Unlikely
Adult,Other,Ambivert,Study 1 hour,2,50,Low,Low,Unlikely
Senior,Other,Ambivert,Sketch something,1,44,Medium,Low,Unlikely
Adult,Male,Ambivert,Sketch something,4,10,Low,High,Unlikely
Adult,Other,Ambivert,Go for a run,4,32,High,Low,Likely
Teen,Other,Ambivert,Cook a new recipe,3,7,Low,High,Unlikely
Senior,Female,Extrovert,Practice guitar,5,35,High,Medium,Likely
Adult,Male,Ambivert,Write journal,1,20,High,Medium,Unlikely
Adult,Other,Introvert,Do yoga,4,21,Low,Low,Unlikely
Teen,Other,Extrovert,Meditate,5,48,Low,Low,Unlikely
Teen,Male,Introvert,Write journal,7,31,Low,Medium,Unlikely
Senior,Female,Ambivert,Study 1 hour,7,55,Low,Medium,Unlikely
Adult,Male,Introvert,Write journal,4,28,Medium,Medium,Unlikely
Senior,Female,Extrovert,Go for a run,5,24,Low,Medium,Unlikely
Adult,Male,Extrovert,Meditate,5,36,Medium,Low,Unlikely
Senior,Male,Extrovert,Meditate,4,39,High,High,Very Likely
Teen,Male,Introvert,Go for a run,6,17,Medium,Medium,Unlikely
Adult,Male,Extrovert,Sketch something,2,52,High,Medium,Likely
Senior,Female,Introvert,Go for a run,5,47,Medium,High,Likely
Teen,Female,Ambivert,Sketch something,7,24,Medium,Low,Unlikely
Teen,Other,Ambivert,Practice guitar,6,52,High,High,Very Likely
Senior,Male,Introvert,Walk the dog,1,56,Medium,Low,Unlikely
Adult,Female,Extrovert,Sketch something,6,6,High,Low,Likely
Adult,Female,Introvert,Write journal,4,8,Low,Low,Unlikely
Teen,Female,Introvert,Sketch something,6,31,High,Low,Likely
Adult,Male,Introvert,Walk the dog,2,29,Medium,Low,Unlikely
Adult,Other,Ambivert,Study 1 hour,4,8,Low,Medium,Unlikely
Adult,Female,Introvert,Do yoga,3,36,Medium,Low,Unlikely
Teen,Male,Ambivert,Go for a run,1,21,Low,Medium,Unlikely
Senior,Female,Introvert,Do yoga,7,5,High,Low,Likely
Adult,Female,Ambivert,Go for a run,3,37,Low,Medium,Unlikely
Teen,Other,Introvert,Practice guitar,6,34,Low,High,Likely
Teen,Female,Introvert,Cook a new recipe,5,9,Low,High,Likely
Senior,Female,Extrovert,Write journal,6,58,Medium,Medium,Unlikely
Adult,Male,Extrovert,Write journal,7,16,Low,Low,Unlikely
Adult,Male,Introvert,Study 1 hour,7,42,High,Medium,Likely
Senior,Other,Introvert,Cook a new recipe,5,36,High,Medium,Likely
Senior,Male,Introvert,Cook a new recipe,3,42,High,Low,Likely
Teen,Male,Introvert,Go for a run,3,21,Low,High,Unlikely
Teen,Other,Extrovert,Write journal,5,58,High,Medium,Likely
Senior,Female,Ambivert,Write journal,2,49,Medium,High,Likely
Adult,Other,Introvert,Cook a new recipe,1,44,High,High,Very Likely
Teen,Male,Extrovert,Go for a run,4,36,Low,High,Likely
Teen,Other,Introvert,Sketch something,3,28,High,Medium,Unlikely
Adult,Female,Introvert,Sketch something,1,16,Low,Medium,Unlikely
Teen,Other,Ambivert,Walk the dog,4,51,Low,Low,Unlikely
Adult,Male,Introvert,Read a book,6,35,High,Low,Likely
Adult,Male,Introvert,Meditate,4,23,Medium,Medium,Unlikely
Adult,Other,Ambivert,Practice guitar,3,33,Medium,Low,Unlikely
Senior,Female,Ambivert,Go for a run,2,25,High,High,Likely
Senior,Other,Ambivert,Sketch something,2,30,Low,High,Likely
Senior,Female,Ambivert,Study 1 hour,1,56,High,Medium,Likely
Adult,Female,Extrovert,Meditate,6,32,Low,High,Likely
Adult,Other,Extrovert,Meditate,1,21,Low,Medium,Unlikely
Senior,Female,Extrovert,Meditate,5,13,Low,Medium,Unlikely
Teen,Male,Introvert,Cook a new recipe,2,25,Medium,Medium,Unlikely
Adult,Other,Ambivert,Walk the dog,1,54,Medium,High,Likely
Teen,Female,Ambivert,Study 1 hour,5,38,High,Medium,Likely
Teen,Male,Extrovert,Read a book,6,15,Medium,Medium,Unlikely
Adult,Other,Introvert,Study 1 hour,7,59,Low,Low,Unlikely
Adult,Male,Introvert,Study 1 hour,4,24,Low,High,Unlikely
Teen,Male,Introvert,Go for a run,1,53,High,Medium,Likely
Teen,Male,Extrovert,Walk the dog,5,57,Low,Low,Unlikely
Senior,Female,Introvert,Do yoga,2,54,High,Medium,Likely
Senior,Other,Introvert,Walk the dog,4,51,High,High,Very Likely
Adult,Other,Introvert,Do yoga,1,43,Low,Low,Unlikely
Senior,Female,Ambivert,Read a book,2,20,Medium,Low,Unlikely
Senior,Other,Extrovert,Go for a run,7,33,Low,Medium,Unlikely
Senior,Male,Ambivert,Cook a new recipe,4,5,Low,Medium,Unlikely
Senior,Other,Ambivert,Meditate,3,22,High,High,Likely
Teen,Female,Extrovert,Go for a run,2,26,Medium,High,Unlikely
Adult,Male,Ambivert,Cook a new recipe,3,12,High,Medium,Unlikely
Senior,Female,Introvert,Go for a run,6,11,Low,Low,Unlikely
Teen,Male,Introvert,Cook a new recipe,1,29,High,High,Likely
Teen,Male,Introvert,Go for a run,7,34,High,High,Very Likely
Teen,Other,Introvert,Walk the dog,5,38,Low,Low,Unlikely
Senior,Male,Extrovert,Walk the dog,1,48,High,Medium,Likely
Senior,Female,Ambivert,Walk the dog,2,52,Low,High,Likely
Adult,Other,Ambivert,Meditate,3,45,High,Low,Likely
Senior,Female,Introvert,Practice guitar,3,56,Medium,High,Likely
Senior,Male,Introvert,Write journal,4,15,Low,Low,Unlikely
Teen,Female,Ambivert,Do yoga,1,19,Medium,High,Unlikely
Adult,Female,Extrovert,Walk the dog,1,39,High,Medium,Likely
Senior,Male,Ambivert,Practice guitar,2,27,Medium,Low,Unlikely
Senior,Other,Introvert,Do yoga,3,57,Medium,High,Likely
Teen,Female,Introvert,Go for a run,2,49,Medium,High,Likely
Teen,Male,Extrovert,Read a book,2,25,High,Low,Unlikely
Senior,Other,Ambivert,Cook a new recipe,6,32,Low,Low,Unlikely
Adult,Other,Extrovert,Practice guitar,3,17,High,Medium,Unlikely
Adult,Other,Extrovert,Study 1 hour,2,38,High,Low,Likely
Teen,Female,Introvert,Sketch something,3,42,High,High,Very Likely
Teen,Female,Ambivert,Practice guitar,2,10,Low,Medium,Unlikely
Senior,Female,Introvert,Walk the dog,5,48,High,Low,Likely
Teen,Other,Ambivert,Walk the dog,2,8,High,High,Likely
Senior,Female,Introvert,Practice guitar,2,9,Low,Low,Unlikely
Adult,Male,Introvert,Cook a new recipe,7,59,Low,High,Likely
Adult,Female,Ambivert,Do yoga,5,44,Low,High,Likely
Senior,Female,Ambivert,Go for a run,1,10,Medium,Medium,Unlikely
Teen,Other,Introvert,Sketch something,3,25,Low,Medium,Unlikely
Adult,Female,Ambivert,Go for a run,7,32,Medium,Low,Unlikely
Teen,Male,Introvert,Meditate,4,7,Medium,Medium,Unlikely
Adult,Other,Ambivert,Cook a new recipe,5,27,High,Low,Likely
Senior,Male,Introvert,Walk the dog,7,12,Medium,Medium,Unlikely
Senior,Other,Introvert,Meditate,1,23,High,Medium,Unlikely
Senior,Other,Introvert,Go for a run,2,57,Medium,Low,Unlikely
Adult,Female,Extrovert,Go for a run,6,15,Low,Medium,Unlikely
Teen,Male,Ambivert,Sketch something,1,54,High,Medium,Likely
Teen,Other,Introvert,Write journal,5,14,Medium,Medium,Unlikely
Teen,Female,Extrovert,Go for a run,6,32,High,Medium,Likely
Adult,Other,Introvert,Do yoga,2,24,Low,Low,Unlikely
Adult,Other,Extrovert,Do yoga,1,48,Medium,High,Likely
Adult,Other,Introvert,Practice guitar,4,56,Medium,Low,Unlikely
Adult,Other,Introvert,Sketch something,3,32,Low,Low,Unlikely
Adult,Other,Extrovert,Sketch something,3,33,Medium,Low,Unlikely
Teen,Other,Extrovert,Walk the dog,5,12,Medium,Medium,Unlikely
Adult,Female,Ambivert,Go for a run,7,23,High,Medium,Likely
Adult,Other,Ambivert,Write journal,2,57,Medium,High,Likely
Teen,Male,Extrovert,Study 1 hour,2,52,Low,Medium,Unlikely
Adult,Female,Ambivert,Meditate,3,25,Medium,High,Unlikely
Teen,Male,Extrovert,Sketch something,1,22,High,High,Likely
Teen,Other,Ambivert,Practice guitar,2,13,Medium,Medium,Unlikely
Senior,Male,Introvert,Practice guitar,4,8,High,High,Likely
Senior,Other,Ambivert,Go for a run,4,45,Medium,Low,Unlikely
Senior,Other,Introvert,Go for a run,2,29,High,Low,Unlikely
Senior,Female,Introvert,Study 1 hour,2,38,High,Low,Likely
Adult,Female,Ambivert,Read a book,3,13,Medium,High,Unlikely
Senior,Other,Extrovert,Read a book,5,13,Low,High,Likely
Teen,Female,Introvert,Go for a run,3,22,Low,Low,Unlikely
Adult,Male,Introvert,Cook a new recipe,5,15,Medium,Medium,Unlikely
Senior,Female,Ambivert,Do yoga,4,17,Medium,Low,Unlikely
Teen,Female,Extrovert,Do yoga,5,42,Medium,Medium,Unlikely
Adult,Male,Extrovert,Study 1 hour,3,13,Medium,Medium,Unlikely
Adult,Female,Ambivert,Study 1 hour,2,20,Medium,High,Unlikely
Senior,Other,Extrovert,Walk the dog,5,8,Low,High,Likely
Adult,Male,Ambivert,Write journal,3,38,High,Medium,Likely
Teen,Other,Ambivert,Practice guitar,4,11,High,Medium,Unlikely
Adult,Male,Ambivert,Do yoga,6,19,Low,Medium,Unlikely
Teen,Other,Introvert,Cook a new recipe,5,42,Low,High,Likely
Adult,Other,Introvert,Go for a run,4,15,High,Low,Unlikely
Senior,Female,Introvert,Sketch something,4,36,Low,Medium,Unlikely
Teen,Other,Ambivert,Cook a new recipe,1,31,Medium,High,Likely
Adult,Female,Introvert,Walk the dog,6,34,Low,Low,Unlikely
Adult,Male,Introvert,Cook a new recipe,5,56,Low,High,Likely
Adult,Other,Introvert,Sketch something,3,21,Low,Low,Unlikely
Teen,Other,Ambivert,Meditate,5,40,Low,High,Likely
Teen,Male,Ambivert,Read a book,5,23,High,Low,Likely
Teen,Male,Ambivert,Meditate,6,11,High,Medium,Likely
Senior,Other,Introvert,Practice guitar,7,47,High,High,Very Likely
Senior,Male,Extrovert,Practice guitar,4,49,High,Low,Likely
Teen,Female,Introvert,Do yoga,4,25,Medium,Low,Unlikely
Adult,Male,Introvert,Sketch something,4,32,Medium,Low,Unlikely
Senior,Male,Ambivert,Practice guitar,4,7,High,Medium,Unlikely
Teen,Other,Ambivert,Study 1 hour,6,18,High,High,Very Likely
Adult,Female,Introvert,Do yoga,3,6,High,Low,Unlikely
Senior,Male,Introvert,Walk the dog,2,33,Low,Medium,Unlikely
Adult,Female,Extrovert,Do yoga,1,22,Medium,Medium,Unlikely
Adult,Female,Extrovert,Meditate,7,41,Medium,Medium,Unlikely
Adult,Female,Ambivert,Go for a run,7,49,Low,Medium,Unlikely
Adult,Other,Extrovert,Study 1 hour,4,49,Low,Medium,Unlikely
Senior,Male,Extrovert,Study 1 hour,4,28,Low,Medium,Unlikely
Senior,Other,Ambivert,Write journal,1,60,Medium,Medium,Unlikely
Senior,Male,Extrovert,Study 1 hour,4,50,Low,High,Likely
Teen,Male,Introvert,Study 1 hour,2,16,Low,High,Unlikely
Senior,Other,Extrovert,Meditate,7,57,Low,Medium,Unlikely
Adult,Female,Ambivert,Cook a new recipe,5,49,High,Low,Likely
Senior,Female,Introvert,Study 1 hour,1,36,Low,Low,Unlikely
Adult,Male,Extrovert,Go for a run,7,22,High,Low,Likely
Teen,Other,Introvert,Read a book,3,17,Medium,Medium,Unlikely
Adult,Female,Introvert,Meditate,7,8,Medium,Low,Unlikely
Adult,Female,Extrovert,Meditate,1,27,Medium,High,Unlikely
Adult,Male,Extrovert,Cook a new recipe,2,58,High,High,Very Likely
Teen,Male,Ambivert,Write journal,6,14,Low,High,Likely
Senior,Other,Ambivert,Cook a new recipe,3,59,Medium,High,Likely
Senior,Male,Introvert,Do yoga,5,9,Low,Medium,Unlikely
Teen,Female,Ambivert,Read a book,4,54,High,High,Very Likely
Adult,Female,Introvert,Practice guitar,1,44,Medium,Low,Unlikely
Senior,Female,Introvert,Walk the dog,3,18,Low,Low,Unlikely
Teen,Female,Ambivert,Practice guitar,1,38,Low,High,Likely
Senior,Other,Ambivert,Write journal,5,32,Medium,High,Likely
Teen,Other,Ambivert,Write journal,1,12,Low,High,Unlikely
Adult,Male,Extrovert,Study 1 hour,7,20,High,Low,Likely
Senior,Male,Introvert,Cook a new recipe,7,35,Medium,Low,Unlikely
Teen,Male,Introvert,Do yoga,3,11,Medium,High,Unlikely
Senior,Other,Introvert,Study 1 hour,2,7,Medium,Low,Unlikely
Senior,Female,Ambivert,Sketch something,6,33,Medium,Low,Unlikely
Senior,Male,Ambivert,Do yoga,3,40,High,Medium,Likely
Senior,Female,Ambivert,Write journal,1,43,High,High,Very Likely
Teen,Male,Ambivert,Write journal,5,8,Low,High,Likely
Adult,Male,Ambivert,Meditate,7,13,High,Medium,Likely
Teen,Male,Extrovert,Sketch something,4,59,Low,Medium,Unlikely
Teen,Male,Ambivert,Study 1 hour,4,21,Low,Low,Unlikely
Teen,Male,Introvert,Write journal,5,53,Medium,Medium,Unlikely
Adult,Female,Ambivert,Sketch something,1,24,Low,High,Unlikely
Senior,Male,Introvert,Read a book,6,18,Medium,High,Likely
Senior,Female,Ambivert,Walk the dog,5,50,Low,High,Likely
Senior,Other,Ambivert,Cook a new recipe,1,33,High,Low,Likely
Adult,Male,Introvert,Write journal,3,17,Medium,Low,Unlikely
Senior,Female,Introvert,Read a book,6,40,Low,High,Likely
Adult,Other,Introvert,Do yoga,2,49,High,High,Very Likely
Senior,Other,Introvert,Cook a new recipe,1,57,High,Low,Likely
Senior,Other,Extrovert,Sketch something,4,21,Medium,Low,Unlikely
Teen,Female,Introvert,Cook a new recipe,4,51,Medium,Medium,Unlikely
Adult,Male,Ambivert,Practice guitar,7,54,Medium,Low,Unlikely
Teen,Male,Ambivert,Meditate,6,47,Low,Low,Unlikely
Teen,Female,Extrovert,Sketch something,2,8,Medium,High,Unlikely
Teen,Male,Introvert,Read a book,1,24,High,High,Likely
Adult,Female,Ambivert,Write journal,2,15,High,High,Likely
Adult,Male,Extrovert,Sketch something,7,46,Medium,Medium,Unlikely
Senior,Other,Ambivert,Go for a run,3,26,Medium,Low,Unlikely
Teen,Male,Extrovert,Practice guitar,2,49,High,Medium,Likely
Senior,Female,Extrovert,Read a book,3,58,Low,Low,Unlikely
Teen,Female,Introvert,Do yoga,4,12,High,Low,Unlikely
Adult,Other,Extrovert,Go for a run,3,32,High,High,Very Likely
Adult,Female,Ambivert,Sketch something,1,49,High,Low,Likely
Adult,Male,Ambivert,Meditate,6,45,Medium,Medium,Unlikely
Teen,Male,Introvert,Go for a run,6,34,Low,High,Likely
Adult,Other,Introvert,Cook a new recipe,1,37,Low,Medium,Unlikely
Teen,Female,Extrovert,Sketch something,1,37,Medium,Medium,Unlikely
Senior,Other,Introvert,Read a book,1,51,High,High,Very Likely
Teen,Male,Ambivert,Sketch something,5,58,Medium,Low,Unlikely
Senior,Other,Ambivert,Meditate,7,40,Medium,Medium,Unlikely
Teen,Female,Introvert,Walk the dog,3,31,Low,Low,Unlikely
Senior,Other,Introvert,Cook a new recipe,1,24,Low,High,Unlikely
Adult,Female,Introvert,Write journal,6,37,Medium,Low,Unlikely
Senior,Female,Extrovert,Sketch something,2,29,Medium,Low,Unlikely
Adult,Male,Extrovert,Meditate,2,48,Low,High,Likely
Adult,Male,Ambivert,Go for a run,5,47,Low,Low,Unlikely
Senior,Male,Extrovert,Go for a run,3,23,High,Medium,Unlikely
Teen,Female,Extrovert,Read a book,3,51,Medium,Medium,Unlikely
Teen,Other,Extrovert,Cook a new recipe,7,25,High,Medium,Likely
Teen,Female,Extrovert,Go for a run,3,46,High,Low,Likely
Teen,Male,Ambivert,Write journal,6,37,High,Medium,Likely
Teen,Male,Introvert,Walk the dog,6,60,Low,Low,Unlikely
Adult,Other,Ambivert,Walk the dog,7,7,High,Low,Likely
Teen,Male,Extrovert,Read a book,5,18,Low,Low,Unlikely
Adult,Male,Introvert,Sketch something,3,19,Low,Low,Unlikely
Adult,Male,Introvert,Go for a run,3,37,Low,High,Likely
Adult,Other,Introvert,Meditate,1,46,Medium,Medium,Unlikely
Senior,Female,Ambivert,Do yoga,3,26,High,Medium,Unlikely
Senior,Male,Introvert,Walk the dog,6,5,Low,Low,Unlikely
Adult,Other,Ambivert,Study 1 hour,1,35,Medium,High,Likely
Senior,Male,Ambivert,Read a book,1,51,Medium,Low,Unlikely
Teen,Other,Extrovert,Sketch something,3,39,Medium,Medium,Unlikely
Teen,Male,Extrovert,Practice guitar,2,57,Low,Medium,Unlikely
Adult,Other,Introvert,Read a book,4,24,Low,High,Unlikely
Teen,Male,Introvert,Meditate,6,36,Low,Low,Unlikely
Adult,Female,Extrovert,Do yoga,2,59,Medium,High,Likely
Adult,Male,Ambivert,Study 1 hour,3,58,Low,Low,Unlikely
Teen,Other,Ambivert,Walk the dog,3,16,High,High,Likely
Senior,Male,Extrovert,Cook a new recipe,2,55,Low,Medium,Unlikely
Teen,Female,Ambivert,Study 1 hour,3,20,Low,High,Unlikely
Teen,Male,Extrovert,Walk the dog,6,12,High,Medium,Likely
Adult,Other,Extrovert,Practice guitar,7,60,Low,Medium,Unlikely
Adult,Other,Introvert,Practice guitar,1,18,Low,Low,Unlikely
Adult,Female,Introvert,Walk the dog,5,22,Low,High,Likely
Adult,Other,Extrovert,Cook a new recipe,3,59,Low,High,Likely
Senior,Male,Introvert,Read a book,3,34,Medium,High,Likely
Senior,Male,Extrovert,Cook a new recipe,2,37,Low,High,Likely
Senior,Male,Ambivert,Go for a run,1,38,High,Low,Likely
Adult,Other,Ambivert,Walk the dog,2,60,High,Low,Likely
Adult,Male,Ambivert,Walk the dog,7,48,Medium,Low,Unlikely
Adult,Male,Ambivert,Cook a new recipe,6,53,Low,Medium,Unlikely
Senior,Male,Extrovert,Write journal,2,38,High,Medium,Likely
Adult,Female,Ambivert,Write journal,3,53,Medium,Medium,Unlikely
Teen,Other,Ambivert,Meditate,1,57,Low,Low,Unlikely
Teen,Other,Ambivert,Write journal,6,11,Medium,Medium,Unlikely
Adult,Other,Ambivert,Practice guitar,3,10,Low,High,Unlikely
Teen,Female,Extrovert,Go for a run,6,10,Medium,Medium,Unlikely
Teen,Other,Ambivert,Walk the dog,3,26,Medium,Low,Unlikely
Senior,Female,Introvert,Study 1 hour,3,12,High,Low,Unlikely
Adult,Female,Introvert,Practice guitar,3,41,High,Low,Likely
Adult,Other,Introvert,Meditate,5,19,Medium,Low,Unlikely
Senior,Male,Introvert,Do yoga,4,30,Low,High,Likely
Teen,Male,Introvert,Go for a run,1,43,Low,Medium,Unlikely
Teen,Other,Introvert,Write journal,7,7,Low,Medium,Unlikely
Adult,Other,Extrovert,Sketch something,5,14,Low,Low,Unlikely
Teen,Female,Introvert,Read a book,4,7,Low,Medium,Unlikely
Senior,Other,Ambivert,Study 1 hour,6,34,High,High,Very Likely
Senior,Female,Introvert,Walk the dog,4,50,Medium,Low,Unlikely
Adult,Other,Extrovert,Do yoga,4,26,High,Medium,Unlikely
Senior,Male,Introvert,Read a book,5,7,Low,Medium,Unlikely
Senior,Male,Ambivert,Cook a new recipe,1,5,Medium,Medium,Unlikely
Adult,Other,Ambivert,Cook a new recipe,2,37,Low,Medium,Unlikely
Senior,Female,Extrovert,Go for a run,4,23,Low,Low,Unlikely
Senior,Male,Extrovert,Go for a run,2,40,Medium,Low,Unlikely
Senior,Female,Extrovert,Go for a run,2,38,Low,High,Likely
Teen,Other,Extrovert,Practice guitar,3,35,High,Low,Likely
Adult,Other,Introvert,Practice guitar,2,47,High,Medium,Likely
Adult,Male,Introvert,Cook a new recipe,6,28,High,Medium,Likely
Adult,Other,Ambivert,Go for a run,6,16,Low,Medium,Unlikely
Teen,Male,Extrovert,Study 1 hour,3,17,High,High,Likely
Teen,Female,Extrovert,Meditate,1,20,Low,Low,Unlikely
Adult,Male,Introvert,Go for a run,7,20,Low,Low,Unlikely
Teen,Male,Extrovert,Walk the dog,1,55,High,Low,Likely
Adult,Female,Ambivert,Study 1 hour,6,59,High,Medium,Likely
Teen,Male,Ambivert,Walk the dog,7,56,Low,Medium,Unlikely
Senior,Male,Extrovert,Sketch something,3,57,Low,Medium,Unlikely
Senior,Other,Ambivert,Cook a new recipe,1,24,Low,High,Unlikely
Adult,Female,Ambivert,Go for a run,7,45,Low,High,Likely
Teen,Male,Introvert,Write journal,7,52,High,Medium,Likely
Teen,Female,Ambivert,Read a book,4,31,Low,High,Likely
Senior,Female,Extrovert,Go for a run,1,43,Low,High,Likely
Senior,Male,Extrovert,Meditate,3,17,Low,High,Unlikely
Teen,Other,Ambivert,Sketch something,7,8,Low,Low,Unlikely
Teen,Female,Extrovert,Go for a run,6,36,Low,High,Likely
Teen,Male,Introvert,Read a book,4,49,Medium,Medium,Unlikely
Teen,Female,Ambivert,Read a book,2,44,Medium,Low,Unlikely
Teen,Other,Ambivert,Practice guitar,2,38,Medium,High,Likely
Teen,Other,Ambivert,Meditate,2,43,High,Medium,Likely
Adult,Other,Extrovert,Meditate,6,47,Low,High,Likely
Teen,Male,Extrovert,Study 1 hour,7,21,High,Medium,Likely
Senior,Male,Ambivert,Write journal,3,28,Low,Medium,Unlikely
Adult,Other,Extrovert,Meditate,2,33,Medium,High,Likely
Teen,Male,Extrovert,Sketch something,1,50,Low,High,Likely
Senior,Other,Ambivert,Write journal,2,32,High,Low,Likely
Adult,Male,Ambivert,Practice guitar,7,49,High,High,Very Likely
Senior,Other,Extrovert,Meditate,5,51,Low,Medium,Unlikely
Teen,Female,Ambivert,Practice guitar,6,26,High,Low,Likely
Teen,Other,Ambivert,Read a book,5,32,Medium,Medium,Unlikely
Teen,Other,Ambivert,Go for a run,2,57,Low,Medium,Unlikely
Teen,Male,Ambivert,Meditate,7,29,Medium,High,Likely
Adult,Male,Extrovert,Read a book,2,45,Medium,Medium,Unlikely
Adult,Male,Ambivert,Go for a run,5,7,High,High,Very Likely
Senior,Male,Introvert,Go for a run,7,17,Low,Medium,Unlikely
Teen,Male,Ambivert,Read a book,6,35,Medium,Low,Unlikely
Senior,Male,Introvert,Walk the dog,6,17,Medium,High,Likely
Adult,Female,Ambivert,Write journal,2,45,Low,Low,Unlikely
Teen,Other,Introvert,Walk the dog,6,22,High,High,Very Likely
Teen,Other,Introvert,Cook a new recipe,4,41,Medium,Low,Unlikely
Adult,Other,Ambivert,Do yoga,7,47,Low,High,Likely
Adult,Female,Ambivert,Go for a run,7,38,Low,Low,Unlikely
Adult,Other,Ambivert,Study 1 hour,6,21,Medium,Low,Unlikely
Adult,Female,Introvert,Write journal,7,59,Medium,High,Likely
Adult,Female,Extrovert,Go for a run,5,56,Medium,High,Likely
Teen,Female,Extrovert,Sketch something,3,25,High,Medium,Unlikely
Adult,Other,Ambivert,Study 1 hour,5,40,High,Medium,Likely
